Title,Location,Price,Area,Room
                        Apartment Tweede Oosterparkstraat                            ,            1091 HT Amsterdam (Oosterparkbuurt)        ,"                €1,195 per month            ",35 m²,1 room
                        Apartment Frieslandstraat                            ,            1082 TL Amsterdam (Buitenveldert-West)        ,"                €1,850 per month            ",75 m²,3 rooms
                        Apartment Weesperzijde                            ,            1091 ED Amsterdam (Weesperzijde)        ,"                €3,000 per month            ",130 m²,4 rooms
                        Apartment Binnenkant                            ,            1011 BK Amsterdam (Nieuwmarkt/Lastage)        ,"                €2,150 per month            ",64 m²,2 rooms
                        Apartment Prinsengracht 801 II                            ,            1017 KA Amsterdam (Grachtengordel-Zuid)        ,"                €1,850 per month            ",48 m²,2 rooms
                        Apartment Lauriergracht                            ,            1016 RP Amsterdam (Jordaan)        ,"                €2,400 per month            ",83 m²,3 rooms
                        Apartment Eerste Boerhaavestraat 6 D                            ,            1091 SB Amsterdam (Weesperzijde)        ,"                €2,100 per month            ",85 m²,3 rooms
                        Apartment Admiraal De Ruijterweg 350 A4                            ,            1055 NA Amsterdam (Landlust)        ,"                €1,950 per month            ",65 m²,3 rooms
                        Apartment Admiraal De Ruijterweg 350 A3                            ,            1055 NA Amsterdam (Landlust)        ,"                €2,150 per month            ",75 m²,3 rooms
                        Apartment Prinseneiland                            ,            1013 LL Amsterdam (Haarlemmerbuurt)        ,"                €2,500 per month            ",69 m²,3 rooms
                        Apartment Graaf Florisstraat                            ,            1091 TG Amsterdam (Weesperzijde)        ,"                €3,250 per month            ",105 m²,3 rooms
                        Apartment Nieuwmarkt                            ,            1011 JP Amsterdam (Nieuwmarkt/Lastage)        ,"                €1,850 per month            ",50 m²,2 rooms
                        Apartment Reigersbos                            ,            1107 EX Amsterdam (Holendrecht/Reigersbos)        ,"                €2,400 per month            ",95 m²,4 rooms
                        Apartment Krom Boomssloot 63 C                            ,            1011 GS Amsterdam (Nieuwmarkt/Lastage)        ,"                €2,150 per month            ",88 m²,3 rooms
                        Apartment Ben van Meerendonkstraat 15                            ,            1087 LB Amsterdam (IJburg Zuid)        ,"                €2,200 per month            ",86 m²,3 rooms
                        Apartment Bestevâerstraat                            ,            1055 TM Amsterdam (Landlust)        ,"                €1,675 per month            ",44 m²,1 room
                        Apartment Meerhuizenstraat 14 N                            ,            1078 TH Amsterdam (IJselbuurt)        ,"                €2,300 per month            ",95 m²,3 rooms
                        Apartment Céramiquelaan                            ,            1031 KG Amsterdam (Noordelijke IJ-oevers West)        ,"                €3,450 per month            ",118 m²,4 rooms
                        Apartment Singel                            ,            1017 AV Amsterdam (Grachtengordel-Zuid)        ,"                €2,250 per month            ",90 m²,2 rooms
                        Apartment Joan Melchior Kemperstraat 48 C                            ,            1051 TS Amsterdam (Staatsliedenbuurt)        ,"                €2,400 per month            ",85 m²,3 rooms
                        Apartment Hoogte Kadijk 54 H                            ,            1018 BN Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €2,750 per month            ",93 m²,3 rooms
                        Apartment Nieuwendijk                            ,            1012 MP Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €3,000 per month            ",92 m²,3 rooms
                        Apartment Wilhelminastraat 123 2                            ,            1054 WB Amsterdam (Overtoomse Sluis)        ,"                €1,850 per month            ",46 m²,2 rooms
                        House Uranusstraat 23                            ,            1033 VV Amsterdam (Tuindorp Oostzaan)        ,"                €1,750 per month            ",56 m²,4 rooms
                        Apartment Langswater                            ,            1069 TR Amsterdam (De Punt)        ,"                €1,595 per month            ",58 m²,3 rooms
                        Apartment Cliostraat 3 3                            ,            1077 KA Amsterdam (Apollobuurt)        ,"                €4,500 per month            ",141 m²,5 rooms
